Meal_ID,Timestamp,Meal_Type,Carbs_g
2025-10-07_Breakfast,2025-10-07 08:15:00,Breakfast,36
2025-10-07_Lunch,2025-10-07 12:45:00,Lunch,44
2025-10-07_Dinner,2025-10-07 18:30:00,Dinner,56
2025-10-08_Breakfast,2025-10-08 08:15:00,Breakfast,32
2025-10-08_Lunch,2025-10-08 12:45:00,Lunch,75
2025-10-08_Dinner,2025-10-08 18:30:00,Dinner,61
2025-10-09_Breakfast,2025-10-09 08:15:00,Breakfast,45
2025-10-09_Lunch,2025-10-09 12:45:00,Lunch,55
2025-10-09_Dinner,2025-10-09 18:30:00,Dinner,63
2025-10-10_Breakfast,2025-10-10 08:15:00,Breakfast,52
2025-10-10_Lunch,2025-10-10 12:45:00,Lunch,53
2025-10-10_Dinner,2025-10-10 18:30:00,Dinner,59
2025-10-11_Breakfast,2025-10-11 08:15:00,Breakfast,53
2025-10-11_Lunch,2025-10-11 12:45:00,Lunch,53
2025-10-11_Dinner,2025-10-11 18:30:00,Dinner,52
2025-10-12_Breakfast,2025-10-12 08:15:00,Breakfast,36
2025-10-12_Lunch,2025-10-12 12:45:00,Lunch,41
2025-10-12_Dinner,2025-10-12 18:30:00,Dinner,52
2025-10-13_Breakfast,2025-10-13 08:15:00,Breakfast,33
2025-10-13_Lunch,2025-10-13 12:45:00,Lunch,69
2025-10-13_Dinner,2025-10-13 18:30:00,Dinner,69
2025-10-14_Breakfast,2025-10-14 08:15:00,Breakfast,41
2025-10-14_Lunch,2025-10-14 12:45:00,Lunch,53
2025-10-14_Dinner,2025-10-14 18:30:00,Dinner,74
2025-10-15_Breakfast,2025-10-15 08:15:00,Breakfast,30
2025-10-15_Lunch,2025-10-15 12:45:00,Lunch,43
2025-10-15_Dinner,2025-10-15 18:30:00,Dinner,69
2025-10-16_Breakfast,2025-10-16 08:15:00,Breakfast,25
2025-10-16_Lunch,2025-10-16 12:45:00,Lunch,47
2025-10-16_Dinner,2025-10-16 18:30:00,Dinner,39
2025-10-16_Snack,2025-10-16 15:30:00,Snack,16
2025-10-17_Breakfast,2025-10-17 08:15:00,Breakfast,32
2025-10-17_Lunch,2025-10-17 12:45:00,Lunch,60
2025-10-17_Dinner,2025-10-17 18:30:00,Dinner,62
2025-10-18_Breakfast,2025-10-18 08:15:00,Breakfast,41
2025-10-18_Lunch,2025-10-18 12:45:00,Lunch,79
2025-10-18_Dinner,2025-10-18 18:30:00,Dinner,41
2025-10-18_Snack,2025-10-18 15:30:00,Snack,18
2025-10-19_Breakfast,2025-10-19 08:15:00,Breakfast,53
2025-10-19_Lunch,2025-10-19 12:45:00,Lunch,42
2025-10-19_Dinner,2025-10-19 18:30:00,Dinner,43
2025-10-20_Breakfast,2025-10-20 08:15:00,Breakfast,50
2025-10-20_Lunch,2025-10-20 12:45:00,Lunch,54
2025-10-20_Dinner,2025-10-20 18:30:00,Dinner,48
2025-10-21_Breakfast,2025-10-21 08:15:00,Breakfast,38
2025-10-21_Lunch,2025-10-21 12:45:00,Lunch,80
2025-10-21_Dinner,2025-10-21 18:30:00,Dinner,73
2025-10-22_Breakfast,2025-10-22 08:15:00,Breakfast,55
2025-10-22_Lunch,2025-10-22 12:45:00,Lunch,50
2025-10-22_Dinner,2025-10-22 18:30:00,Dinner,42
2025-10-23_Breakfast,2025-10-23 08:15:00,Breakfast,47
2025-10-23_Lunch,2025-10-23 12:45:00,Lunch,47
2025-10-23_Dinner,2025-10-23 18:30:00,Dinner,60
2025-10-24_Breakfast,2025-10-24 08:15:00,Breakfast,36
2025-10-24_Lunch,2025-10-24 12:45:00,Lunch,46
2025-10-24_Dinner,2025-10-24 18:30:00,Dinner,60
2025-10-25_Breakfast,2025-10-25 08:15:00,Breakfast,38
2025-10-25_Lunch,2025-10-25 12:45:00,Lunch,72
2025-10-25_Dinner,2025-10-25 18:30:00,Dinner,36
2025-10-26_Breakfast,2025-10-26 08:15:00,Breakfast,35
2025-10-26_Lunch,2025-10-26 12:45:00,Lunch,42
2025-10-26_Dinner,2025-10-26 18:30:00,Dinner,52
2025-10-26_Snack,2025-10-26 15:30:00,Snack,10
2025-10-27_Breakfast,2025-10-27 08:15:00,Breakfast,28
2025-10-27_Lunch,2025-10-27 12:45:00,Lunch,66
2025-10-27_Dinner,2025-10-27 18:30:00,Dinner,44
2025-10-28_Breakfast,2025-10-28 08:15:00,Breakfast,25
2025-10-28_Lunch,2025-10-28 12:45:00,Lunch,65
2025-10-28_Dinner,2025-10-28 18:30:00,Dinner,57
2025-10-29_Breakfast,2025-10-29 08:15:00,Breakfast,38
2025-10-29_Lunch,2025-10-29 12:45:00,Lunch,58
2025-10-29_Dinner,2025-10-29 18:30:00,Dinner,67
2025-10-30_Breakfast,2025-10-30 08:15:00,Breakfast,50
2025-10-30_Lunch,2025-10-30 12:45:00,Lunch,42
2025-10-30_Dinner,2025-10-30 18:30:00,Dinner,53
2025-10-31_Breakfast,2025-10-31 08:15:00,Breakfast,36
2025-10-31_Lunch,2025-10-31 12:45:00,Lunch,46
2025-10-31_Dinner,2025-10-31 18:30:00,Dinner,62
2025-11-01_Breakfast,2025-11-01 08:15:00,Breakfast,25
2025-11-01_Lunch,2025-11-01 12:45:00,Lunch,78
2025-11-01_Dinner,2025-11-01 18:30:00,Dinner,64
2025-11-01_Snack,2025-11-01 15:30:00,Snack,16
2025-11-02_Breakfast,2025-11-02 08:15:00,Breakfast,45
2025-11-02_Lunch,2025-11-02 12:45:00,Lunch,46
2025-11-02_Dinner,2025-11-02 18:30:00,Dinner,40
2025-11-02_Snack,2025-11-02 15:30:00,Snack,12
2025-11-03_Breakfast,2025-11-03 08:15:00,Breakfast,42
2025-11-03_Lunch,2025-11-03 12:45:00,Lunch,49
2025-11-03_Dinner,2025-11-03 18:30:00,Dinner,35
2025-11-04_Breakfast,2025-11-04 08:15:00,Breakfast,37
2025-11-04_Lunch,2025-11-04 12:45:00,Lunch,49
2025-11-04_Dinner,2025-11-04 18:30:00,Dinner,42
2025-11-05_Breakfast,2025-11-05 08:15:00,Breakfast,44
2025-11-05_Lunch,2025-11-05 12:45:00,Lunch,70
2025-11-05_Dinner,2025-11-05 18:30:00,Dinner,39
2025-11-06_Breakfast,2025-11-06 08:15:00,Breakfast,27
2025-11-06_Lunch,2025-11-06 12:45:00,Lunch,76
2025-11-06_Dinner,2025-11-06 18:30:00,Dinner,59
2025-11-07_Breakfast,2025-11-07 08:15:00,Breakfast,25
2025-11-07_Lunch,2025-11-07 12:45:00,Lunch,64
2025-11-07_Dinner,2025-11-07 18:30:00,Dinner,35
2025-11-07_Snack,2025-11-07 15:30:00,Snack,13
2025-11-08_Breakfast,2025-11-08 08:15:00,Breakfast,29
2025-11-08_Lunch,2025-11-08 12:45:00,Lunch,72
2025-11-08_Dinner,2025-11-08 18:30:00,Dinner,72
2025-11-09_Breakfast,2025-11-09 08:15:00,Breakfast,32
2025-11-09_Lunch,2025-11-09 12:45:00,Lunch,53
2025-11-09_Dinner,2025-11-09 18:30:00,Dinner,49
2025-11-09_Snack,2025-11-09 15:30:00,Snack,14
2025-11-10_Breakfast,2025-11-10 08:15:00,Breakfast,52
2025-11-10_Lunch,2025-11-10 12:45:00,Lunch,45
2025-11-10_Dinner,2025-11-10 18:30:00,Dinner,54
2025-11-11_Breakfast,2025-11-11 08:15:00,Breakfast,34
2025-11-11_Lunch,2025-11-11 12:45:00,Lunch,64
2025-11-11_Dinner,2025-11-11 18:30:00,Dinner,46
2025-11-11_Snack,2025-11-11 15:30:00,Snack,23
2025-11-12_Breakfast,2025-11-12 08:15:00,Breakfast,33
2025-11-12_Lunch,2025-11-12 12:45:00,Lunch,64
2025-11-12_Dinner,2025-11-12 18:30:00,Dinner,73
2025-11-13_Breakfast,2025-11-13 08:15:00,Breakfast,49
2025-11-13_Lunch,2025-11-13 12:45:00,Lunch,80
2025-11-13_Dinner,2025-11-13 18:30:00,Dinner,55
2025-11-14_Breakfast,2025-11-14 08:15:00,Breakfast,36
2025-11-14_Lunch,2025-11-14 12:45:00,Lunch,80
2025-11-14_Dinner,2025-11-14 18:30:00,Dinner,69
2025-11-15_Breakfast,2025-11-15 08:15:00,Breakfast,48
2025-11-15_Lunch,2025-11-15 12:45:00,Lunch,79
2025-11-15_Dinner,2025-11-15 18:30:00,Dinner,70
2025-11-15_Snack,2025-11-15 15:30:00,Snack,15
2025-11-16_Breakfast,2025-11-16 08:15:00,Breakfast,42
2025-11-16_Lunch,2025-11-16 12:45:00,Lunch,67
2025-11-16_Dinner,2025-11-16 18:30:00,Dinner,75
2025-11-17_Breakfast,2025-11-17 08:15:00,Breakfast,39
2025-11-17_Lunch,2025-11-17 12:45:00,Lunch,47
2025-11-17_Dinner,2025-11-17 18:30:00,Dinner,61
2025-11-18_Breakfast,2025-11-18 08:15:00,Breakfast,51
2025-11-18_Lunch,2025-11-18 12:45:00,Lunch,66
2025-11-18_Dinner,2025-11-18 18:30:00,Dinner,64
2025-11-19_Breakfast,2025-11-19 08:15:00,Breakfast,39
2025-11-19_Lunch,2025-11-19 12:45:00,Lunch,57
2025-11-19_Dinner,2025-11-19 18:30:00,Dinner,41
2025-11-20_Breakfast,2025-11-20 08:15:00,Breakfast,34
2025-11-20_Lunch,2025-11-20 12:45:00,Lunch,69
2025-11-20_Dinner,2025-11-20 18:30:00,Dinner,59
2025-11-21_Breakfast,2025-11-21 08:15:00,Breakfast,27
2025-11-21_Lunch,2025-11-21 12:45:00,Lunch,51
2025-11-21_Dinner,2025-11-21 18:30:00,Dinner,40
2025-11-22_Breakfast,2025-11-22 08:15:00,Breakfast,43
2025-11-22_Lunch,2025-11-22 12:45:00,Lunch,52
2025-11-22_Dinner,2025-11-22 18:30:00,Dinner,45
2025-11-22_Snack,2025-11-22 15:30:00,Snack,20
2025-11-23_Breakfast,2025-11-23 08:15:00,Breakfast,51
2025-11-23_Lunch,2025-11-23 12:45:00,Lunch,66
2025-11-23_Dinner,2025-11-23 18:30:00,Dinner,36
2025-11-23_Snack,2025-11-23 15:30:00,Snack,25
2025-11-24_Breakfast,2025-11-24 08:15:00,Breakfast,32
2025-11-24_Lunch,2025-11-24 12:45:00,Lunch,61
2025-11-24_Dinner,2025-11-24 18:30:00,Dinner,48
2025-11-25_Breakfast,2025-11-25 08:15:00,Breakfast,52
2025-11-25_Lunch,2025-11-25 12:45:00,Lunch,63
2025-11-25_Dinner,2025-11-25 18:30:00,Dinner,71
2025-11-26_Breakfast,2025-11-26 08:15:00,Breakfast,28
2025-11-26_Lunch,2025-11-26 12:45:00,Lunch,43
2025-11-26_Dinner,2025-11-26 18:30:00,Dinner,59
2025-11-27_Breakfast,2025-11-27 08:15:00,Breakfast,25
2025-11-27_Lunch,2025-11-27 12:45:00,Lunch,58
2025-11-27_Dinner,2025-11-27 18:30:00,Dinner,49
2025-11-27_Snack,2025-11-27 15:30:00,Snack,18
2025-11-28_Breakfast,2025-11-28 08:15:00,Breakfast,45
2025-11-28_Lunch,2025-11-28 12:45:00,Lunch,63
2025-11-28_Dinner,2025-11-28 18:30:00,Dinner,61
2025-11-28_Snack,2025-11-28 15:30:00,Snack,15
2025-11-29_Breakfast,2025-11-29 08:15:00,Breakfast,49
2025-11-29_Lunch,2025-11-29 12:45:00,Lunch,66
2025-11-29_Dinner,2025-11-29 18:30:00,Dinner,74
2025-11-30_Breakfast,2025-11-30 08:15:00,Breakfast,36
2025-11-30_Lunch,2025-11-30 12:45:00,Lunch,42
2025-11-30_Dinner,2025-11-30 18:30:00,Dinner,40
2025-11-30_Snack,2025-11-30 15:30:00,Snack,10
2025-12-01_Breakfast,2025-12-01 08:15:00,Breakfast,33
2025-12-01_Lunch,2025-12-01 12:45:00,Lunch,75
2025-12-01_Dinner,2025-12-01 18:30:00,Dinner,47
2025-12-02_Breakfast,2025-12-02 08:15:00,Breakfast,42
2025-12-02_Lunch,2025-12-02 12:45:00,Lunch,44
2025-12-02_Dinner,2025-12-02 18:30:00,Dinner,52
2025-12-03_Breakfast,2025-12-03 08:15:00,Breakfast,39
2025-12-03_Lunch,2025-12-03 12:45:00,Lunch,67
2025-12-03_Dinner,2025-12-03 18:30:00,Dinner,69
2025-12-03_Snack,2025-12-03 15:30:00,Snack,16
2025-12-04_Breakfast,2025-12-04 08:15:00,Breakfast,48
2025-12-04_Lunch,2025-12-04 12:45:00,Lunch,56
2025-12-04_Dinner,2025-12-04 18:30:00,Dinner,62
2025-12-05_Breakfast,2025-12-05 08:15:00,Breakfast,36
2025-12-05_Lunch,2025-12-05 12:45:00,Lunch,60
2025-12-05_Dinner,2025-12-05 18:30:00,Dinner,58
2025-12-06_Breakfast,2025-12-06 08:15:00,Breakfast,43
2025-12-06_Lunch,2025-12-06 12:45:00,Lunch,73
2025-12-06_Dinner,2025-12-06 18:30:00,Dinner,62
2025-12-07_Breakfast,2025-12-07 08:15:00,Breakfast,49
2025-12-07_Lunch,2025-12-07 12:45:00,Lunch,57
2025-12-07_Dinner,2025-12-07 18:30:00,Dinner,64
2025-12-08_Breakfast,2025-12-08 08:15:00,Breakfast,52
2025-12-08_Lunch,2025-12-08 12:45:00,Lunch,64
2025-12-08_Dinner,2025-12-08 18:30:00,Dinner,40
2025-12-08_Snack,2025-12-08 15:30:00,Snack,20
2025-12-09_Breakfast,2025-12-09 08:15:00,Breakfast,54
2025-12-09_Lunch,2025-12-09 12:45:00,Lunch,72
2025-12-09_Dinner,2025-12-09 18:30:00,Dinner,51
2025-12-10_Breakfast,2025-12-10 08:15:00,Breakfast,52
2025-12-10_Lunch,2025-12-10 12:45:00,Lunch,77
2025-12-10_Dinner,2025-12-10 18:30:00,Dinner,49
2025-12-10_Snack,2025-12-10 15:30:00,Snack,20
2025-12-11_Breakfast,2025-12-11 08:15:00,Breakfast,45
2025-12-11_Lunch,2025-12-11 12:45:00,Lunch,50
2025-12-11_Dinner,2025-12-11 18:30:00,Dinner,67
2025-12-12_Breakfast,2025-12-12 08:15:00,Breakfast,37
2025-12-12_Lunch,2025-12-12 12:45:00,Lunch,47
2025-12-12_Dinner,2025-12-12 18:30:00,Dinner,38
2025-12-12_Snack,2025-12-12 15:30:00,Snack,20
2025-12-13_Breakfast,2025-12-13 08:15:00,Breakfast,34
2025-12-13_Lunch,2025-12-13 12:45:00,Lunch,47
2025-12-13_Dinner,2025-12-13 18:30:00,Dinner,49
2025-12-14_Breakfast,2025-12-14 08:15:00,Breakfast,53
2025-12-14_Lunch,2025-12-14 12:45:00,Lunch,63
2025-12-14_Dinner,2025-12-14 18:30:00,Dinner,59
2025-12-14_Snack,2025-12-14 15:30:00,Snack,23
2025-12-15_Breakfast,2025-12-15 08:15:00,Breakfast,41
2025-12-15_Lunch,2025-12-15 12:45:00,Lunch,45
2025-12-15_Dinner,2025-12-15 18:30:00,Dinner,61
2025-12-15_Snack,2025-12-15 15:30:00,Snack,24
2025-12-16_Breakfast,2025-12-16 08:15:00,Breakfast,46
2025-12-16_Lunch,2025-12-16 12:45:00,Lunch,50
2025-12-16_Dinner,2025-12-16 18:30:00,Dinner,52
2025-12-16_Snack,2025-12-16 15:30:00,Snack,23
2025-12-17_Breakfast,2025-12-17 08:15:00,Breakfast,32
2025-12-17_Lunch,2025-12-17 12:45:00,Lunch,58
2025-12-17_Dinner,2025-12-17 18:30:00,Dinner,44
2025-12-18_Breakfast,2025-12-18 08:15:00,Breakfast,42
2025-12-18_Lunch,2025-12-18 12:45:00,Lunch,80
2025-12-18_Dinner,2025-12-18 18:30:00,Dinner,41
2025-12-19_Breakfast,2025-12-19 08:15:00,Breakfast,26
2025-12-19_Lunch,2025-12-19 12:45:00,Lunch,53
2025-12-19_Dinner,2025-12-19 18:30:00,Dinner,65
2025-12-19_Snack,2025-12-19 15:30:00,Snack,10
2025-12-20_Breakfast,2025-12-20 08:15:00,Breakfast,47
2025-12-20_Lunch,2025-12-20 12:45:00,Lunch,59
2025-12-20_Dinner,2025-12-20 18:30:00,Dinner,67
2025-12-20_Snack,2025-12-20 15:30:00,Snack,23
2025-12-21_Breakfast,2025-12-21 08:15:00,Breakfast,46
2025-12-21_Lunch,2025-12-21 12:45:00,Lunch,47
2025-12-21_Dinner,2025-12-21 18:30:00,Dinner,39
2025-12-21_Snack,2025-12-21 15:30:00,Snack,22
2025-12-22_Breakfast,2025-12-22 08:15:00,Breakfast,32
2025-12-22_Lunch,2025-12-22 12:45:00,Lunch,72
2025-12-22_Dinner,2025-12-22 18:30:00,Dinner,69
2025-12-22_Snack,2025-12-22 15:30:00,Snack,20
2025-12-23_Breakfast,2025-12-23 08:15:00,Breakfast,44
2025-12-23_Lunch,2025-12-23 12:45:00,Lunch,80
2025-12-23_Dinner,2025-12-23 18:30:00,Dinner,71
2025-12-24_Breakfast,2025-12-24 08:15:00,Breakfast,26
2025-12-24_Lunch,2025-12-24 12:45:00,Lunch,46
2025-12-24_Dinner,2025-12-24 18:30:00,Dinner,38
2025-12-24_Snack,2025-12-24 15:30:00,Snack,17
2025-12-25_Breakfast,2025-12-25 08:15:00,Breakfast,47
2025-12-25_Lunch,2025-12-25 12:45:00,Lunch,59
2025-12-25_Dinner,2025-12-25 18:30:00,Dinner,68
2025-12-26_Breakfast,2025-12-26 08:15:00,Breakfast,48
2025-12-26_Lunch,2025-12-26 12:45:00,Lunch,80
2025-12-26_Dinner,2025-12-26 18:30:00,Dinner,62
2025-12-26_Snack,2025-12-26 15:30:00,Snack,22
2025-12-27_Breakfast,2025-12-27 08:15:00,Breakfast,45
2025-12-27_Lunch,2025-12-27 12:45:00,Lunch,59
2025-12-27_Dinner,2025-12-27 18:30:00,Dinner,75
2025-12-28_Breakfast,2025-12-28 08:15:00,Breakfast,28
2025-12-28_Lunch,2025-12-28 12:45:00,Lunch,68
2025-12-28_Dinner,2025-12-28 18:30:00,Dinner,55
2025-12-28_Snack,2025-12-28 15:30:00,Snack,11
2025-12-29_Breakfast,2025-12-29 08:15:00,Breakfast,37
2025-12-29_Lunch,2025-12-29 12:45:00,Lunch,52
2025-12-29_Dinner,2025-12-29 18:30:00,Dinner,51
2025-12-29_Snack,2025-12-29 15:30:00,Snack,14
2025-12-30_Breakfast,2025-12-30 08:15:00,Breakfast,44
2025-12-30_Lunch,2025-12-30 12:45:00,Lunch,76
2025-12-30_Dinner,2025-12-30 18:30:00,Dinner,64
2025-12-30_Snack,2025-12-30 15:30:00,Snack,20
2025-12-31_Breakfast,2025-12-31 08:15:00,Breakfast,35
2025-12-31_Lunch,2025-12-31 12:45:00,Lunch,68
2025-12-31_Dinner,2025-12-31 18:30:00,Dinner,57
2025-12-31_Snack,2025-12-31 15:30:00,Snack,17
2026-01-01_Breakfast,2026-01-01 08:15:00,Breakfast,53
2026-01-01_Lunch,2026-01-01 12:45:00,Lunch,52
2026-01-01_Dinner,2026-01-01 18:30:00,Dinner,70
2026-01-01_Snack,2026-01-01 15:30:00,Snack,20
2026-01-02_Breakfast,2026-01-02 08:15:00,Breakfast,38
2026-01-02_Lunch,2026-01-02 12:45:00,Lunch,48
2026-01-02_Dinner,2026-01-02 18:30:00,Dinner,51
2026-01-02_Snack,2026-01-02 15:30:00,Snack,23
2026-01-03_Breakfast,2026-01-03 08:15:00,Breakfast,32
2026-01-03_Lunch,2026-01-03 12:45:00,Lunch,54
2026-01-03_Dinner,2026-01-03 18:30:00,Dinner,68
2026-01-04_Breakfast,2026-01-04 08:15:00,Breakfast,42
2026-01-04_Lunch,2026-01-04 12:45:00,Lunch,40
2026-01-04_Dinner,2026-01-04 18:30:00,Dinner,71
2026-01-05_Breakfast,2026-01-05 08:15:00,Breakfast,40
2026-01-05_Lunch,2026-01-05 12:45:00,Lunch,75
2026-01-05_Dinner,2026-01-05 18:30:00,Dinner,42
2026-01-06_Breakfast,2026-01-06 08:15:00,Breakfast,25
2026-01-06_Lunch,2026-01-06 12:45:00,Lunch,53
2026-01-06_Dinner,2026-01-06 18:30:00,Dinner,60
2026-01-07_Breakfast,2026-01-07 08:15:00,Breakfast,35
2026-01-07_Lunch,2026-01-07 12:45:00,Lunch,54
2026-01-07_Dinner,2026-01-07 18:30:00,Dinner,60
2026-01-07_Snack,2026-01-07 15:30:00,Snack,19
2026-01-08_Breakfast,2026-01-08 08:15:00,Breakfast,39
2026-01-08_Lunch,2026-01-08 12:45:00,Lunch,43
2026-01-08_Dinner,2026-01-08 18:30:00,Dinner,62
2026-01-08_Snack,2026-01-08 15:30:00,Snack,10
2026-01-09_Breakfast,2026-01-09 08:15:00,Breakfast,55
2026-01-09_Lunch,2026-01-09 12:45:00,Lunch,55
2026-01-09_Dinner,2026-01-09 18:30:00,Dinner,55
2026-01-09_Snack,2026-01-09 15:30:00,Snack,21
2026-01-10_Breakfast,2026-01-10 08:15:00,Breakfast,54
2026-01-10_Lunch,2026-01-10 12:45:00,Lunch,52
2026-01-10_Dinner,2026-01-10 18:30:00,Dinner,42
2026-01-11_Breakfast,2026-01-11 08:15:00,Breakfast,47
2026-01-11_Lunch,2026-01-11 12:45:00,Lunch,71
2026-01-11_Dinner,2026-01-11 18:30:00,Dinner,69
2026-01-12_Breakfast,2026-01-12 08:15:00,Breakfast,26
2026-01-12_Lunch,2026-01-12 12:45:00,Lunch,77
2026-01-12_Dinner,2026-01-12 18:30:00,Dinner,45
2026-01-13_Breakfast,2026-01-13 08:15:00,Breakfast,27
2026-01-13_Lunch,2026-01-13 12:45:00,Lunch,66
2026-01-13_Dinner,2026-01-13 18:30:00,Dinner,52
2026-01-14_Breakfast,2026-01-14 08:15:00,Breakfast,31
2026-01-14_Lunch,2026-01-14 12:45:00,Lunch,77
2026-01-14_Dinner,2026-01-14 18:30:00,Dinner,53
2026-01-15_Breakfast,2026-01-15 08:15:00,Breakfast,51
2026-01-15_Lunch,2026-01-15 12:45:00,Lunch,58
2026-01-15_Dinner,2026-01-15 18:30:00,Dinner,75
2026-01-15_Snack,2026-01-15 15:30:00,Snack,25
2026-01-16_Breakfast,2026-01-16 08:15:00,Breakfast,44
2026-01-16_Lunch,2026-01-16 12:45:00,Lunch,77
2026-01-16_Dinner,2026-01-16 18:30:00,Dinner,72
2026-01-16_Snack,2026-01-16 15:30:00,Snack,20
2026-01-17_Breakfast,2026-01-17 08:15:00,Breakfast,47
2026-01-17_Lunch,2026-01-17 12:45:00,Lunch,56
2026-01-17_Dinner,2026-01-17 18:30:00,Dinner,72
2026-01-18_Breakfast,2026-01-18 08:15:00,Breakfast,55
2026-01-18_Lunch,2026-01-18 12:45:00,Lunch,62
2026-01-18_Dinner,2026-01-18 18:30:00,Dinner,67
2026-01-19_Breakfast,2026-01-19 08:15:00,Breakfast,32
2026-01-19_Lunch,2026-01-19 12:45:00,Lunch,57
2026-01-19_Dinner,2026-01-19 18:30:00,Dinner,65
2026-01-19_Snack,2026-01-19 15:30:00,Snack,21
2026-01-20_Breakfast,2026-01-20 08:15:00,Breakfast,36
2026-01-20_Lunch,2026-01-20 12:45:00,Lunch,73
2026-01-20_Dinner,2026-01-20 18:30:00,Dinner,64
2026-01-20_Snack,2026-01-20 15:30:00,Snack,23
2026-01-21_Breakfast,2026-01-21 08:15:00,Breakfast,30
2026-01-21_Lunch,2026-01-21 12:45:00,Lunch,71
2026-01-21_Dinner,2026-01-21 18:30:00,Dinner,43
2026-01-22_Breakfast,2026-01-22 08:15:00,Breakfast,36
2026-01-22_Lunch,2026-01-22 12:45:00,Lunch,70
2026-01-22_Dinner,2026-01-22 18:30:00,Dinner,38
2026-01-22_Snack,2026-01-22 15:30:00,Snack,23
2026-01-23_Breakfast,2026-01-23 08:15:00,Breakfast,43
2026-01-23_Lunch,2026-01-23 12:45:00,Lunch,40
2026-01-23_Dinner,2026-01-23 18:30:00,Dinner,46
2026-01-24_Breakfast,2026-01-24 08:15:00,Breakfast,55
2026-01-24_Lunch,2026-01-24 12:45:00,Lunch,42
2026-01-24_Dinner,2026-01-24 18:30:00,Dinner,75
2026-01-25_Breakfast,2026-01-25 08:15:00,Breakfast,45
2026-01-25_Lunch,2026-01-25 12:45:00,Lunch,65
2026-01-25_Dinner,2026-01-25 18:30:00,Dinner,69
2026-01-26_Breakfast,2026-01-26 08:15:00,Breakfast,44
2026-01-26_Lunch,2026-01-26 12:45:00,Lunch,57
2026-01-26_Dinner,2026-01-26 18:30:00,Dinner,75
2026-01-26_Snack,2026-01-26 15:30:00,Snack,13
2026-01-27_Breakfast,2026-01-27 08:15:00,Breakfast,47
2026-01-27_Lunch,2026-01-27 12:45:00,Lunch,46
2026-01-27_Dinner,2026-01-27 18:30:00,Dinner,50
2026-01-28_Breakfast,2026-01-28 08:15:00,Breakfast,25
2026-01-28_Lunch,2026-01-28 12:45:00,Lunch,60
2026-01-28_Dinner,2026-01-28 18:30:00,Dinner,36
2026-01-29_Breakfast,2026-01-29 08:15:00,Breakfast,38
2026-01-29_Lunch,2026-01-29 12:45:00,Lunch,46
2026-01-29_Dinner,2026-01-29 18:30:00,Dinner,68
2026-01-30_Breakfast,2026-01-30 08:15:00,Breakfast,54
2026-01-30_Lunch,2026-01-30 12:45:00,Lunch,74
2026-01-30_Dinner,2026-01-30 18:30:00,Dinner,51
2026-01-30_Snack,2026-01-30 15:30:00,Snack,25
2026-01-31_Breakfast,2026-01-31 08:15:00,Breakfast,33
2026-01-31_Lunch,2026-01-31 12:45:00,Lunch,42
2026-01-31_Dinner,2026-01-31 18:30:00,Dinner,35
2026-02-01_Breakfast,2026-02-01 08:15:00,Breakfast,48
2026-02-01_Lunch,2026-02-01 12:45:00,Lunch,75
2026-02-01_Dinner,2026-02-01 18:30:00,Dinner,72
2026-02-01_Snack,2026-02-01 15:30:00,Snack,24
2026-02-02_Breakfast,2026-02-02 08:15:00,Breakfast,53
2026-02-02_Lunch,2026-02-02 12:45:00,Lunch,71
2026-02-02_Dinner,2026-02-02 18:30:00,Dinner,48
2026-02-02_Snack,2026-02-02 15:30:00,Snack,22
2026-02-03_Breakfast,2026-02-03 08:15:00,Breakfast,49
2026-02-03_Lunch,2026-02-03 12:45:00,Lunch,77
2026-02-03_Dinner,2026-02-03 18:30:00,Dinner,51
2026-02-03_Snack,2026-02-03 15:30:00,Snack,19
2026-02-04_Breakfast,2026-02-04 08:15:00,Breakfast,33
2026-02-04_Lunch,2026-02-04 12:45:00,Lunch,63
2026-02-04_Dinner,2026-02-04 18:30:00,Dinner,35
2026-02-05_Breakfast,2026-02-05 08:15:00,Breakfast,36
2026-02-05_Lunch,2026-02-05 12:45:00,Lunch,78
2026-02-05_Dinner,2026-02-05 18:30:00,Dinner,74
2026-02-06_Breakfast,2026-02-06 08:15:00,Breakfast,52
2026-02-06_Lunch,2026-02-06 12:45:00,Lunch,43
2026-02-06_Dinner,2026-02-06 18:30:00,Dinner,49
2026-02-07_Breakfast,2026-02-07 08:15:00,Breakfast,45
2026-02-07_Lunch,2026-02-07 12:45:00,Lunch,68
2026-02-07_Dinner,2026-02-07 18:30:00,Dinner,54
2026-02-08_Breakfast,2026-02-08 08:15:00,Breakfast,52
2026-02-08_Lunch,2026-02-08 12:45:00,Lunch,64
2026-02-08_Dinner,2026-02-08 18:30:00,Dinner,35
2026-02-09_Breakfast,2026-02-09 08:15:00,Breakfast,26
2026-02-09_Lunch,2026-02-09 12:45:00,Lunch,61
2026-02-09_Dinner,2026-02-09 18:30:00,Dinner,56
2026-02-09_Snack,2026-02-09 15:30:00,Snack,25
2026-02-10_Breakfast,2026-02-10 08:15:00,Breakfast,50
2026-02-10_Lunch,2026-02-10 12:45:00,Lunch,80
2026-02-10_Dinner,2026-02-10 18:30:00,Dinner,35
2026-02-10_Snack,2026-02-10 15:30:00,Snack,24
2026-02-11_Breakfast,2026-02-11 08:15:00,Breakfast,30
2026-02-11_Lunch,2026-02-11 12:45:00,Lunch,57
